Log,Attack Type
 193  198.287829    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1044 [ACK] Seq=20581 Ack=86 Win=5840 Len=1372,DNS Fast-Flux
1436  296.553379    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     203  Standard query response 0x8158 A gateway-f2.isp.att.net A 207.115.11.16 NS orcu.or.br.np.els-gms.att.net NS wycu.wy.br.np.els-gms.att.net NS ohcu.oh.mt.np.els-gms.att.net NS macu.ma.mt.np.els-gms.att.net,DNS Fast-Flux
 615  245.479408    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      60  1101 â†’ 80 [ACK] Seq=1 Ack=1 Win=64620 Len=0,DNS Fast-Flux
1494  297.171449    147.32.84.165       216.69.186.201      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1296 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 577  227.747075    147.32.84.165       95.155.98.55        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1054 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 987  294.206881    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=26335 Win=64440 Len=0,DNS Fast-Flux
1433  296.544833    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     274  Standard query response 0xa856 A mx0.gmx.net A 213.165.64.100 NS ns-gmx.ui-dns.de NS ns-gmx.ui-dns.org NS ns-gmx.ui-dns.com NS ns-gmx.ui-dns.biz A 217.160.80.199 A 217.160.81.199 A 217.160.82.199 A 217.160.83.199,DNS Fast-Flux
 707  266.419703    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1153 â†’ 80 [ACK] Seq=1 Ack=1 Win=64440 Len=0,DNS Fast-Flux
1259  294.819366    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=207901 Win=63054 Len=0,DNS Fast-Flux
 142  173.179900    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      78  Standard query 0x4f48 A shabi.coolnuff.com,DNS Fast-Flux
1358  296.310243    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      67  Standard query 0x43a6 MX msn.com,DNS Fast-Flux
   3  3.004097      147.32.84.165       239.255.255.250     eth:ethertype:ip:udp:ssdp     175  M-SEARCH * HTTP/1.1 ,DNS Fast-Flux
1222  294.706165    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  [TCP Dup ACK 1221#1] 1255 â†’ 80 [ACK] Seq=246 Ack=187111 Win=59486 Len=0,DNS Fast-Flux
1870  342.360846    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0xa105 A e.mx.mail.yahoo.com,DNS Fast-Flux
1623  331.796623    147.32.84.165       64.136.52.37        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1312 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 340  214.050065    94.63.150.63        147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines     301  HTTP/1.1 200 OK  (text/html),DNS Fast-Flux
1770  342.022095    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0xa761 A k.mx.mail.yahoo.com,DNS Fast-Flux
1537  305.559538    147.32.84.165       213.165.64.102      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1290 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 484  215.749221    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1050 [ACK] Seq=101529 Ack=184 Win=6432 Len=1372,DNS Fast-Flux
 266  201.067522    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1047 [ACK] Seq=1373 Ack=188 Win=6432 Len=1372,DNS Fast-Flux
 377  215.081006    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1050 â†’ 80 [ACK] Seq=184 Ack=15093 Win=64484 Len=0,DNS Fast-Flux
 742  269.407406    147.32.84.165       111.253.202.95      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1080 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1014  294.336450    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=45739 Win=64440 Len=0,DNS Fast-Flux
 440  215.533995    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1050 â†’ 80 [ACK] Seq=184 Ack=65857 Win=23984 Len=0,DNS Fast-Flux
 272  201.258952    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 271#1] 1047 â†’ 80 [ACK] Seq=188 Ack=4117 Win=64484 Len=0,DNS Fast-Flux
 185  198.287196    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1044 [ACK] Seq=16465 Ack=86 Win=5840 Len=1372,DNS Fast-Flux
 940  293.441508    147.32.84.165       94.137.182.140      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1257 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 245  199.974529    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      60  [TCP Dup ACK 244#1] 1046 â†’ 80 [ACK] Seq=302 Ack=6751 Win=64620 Len=0,DNS Fast-Flux
 932  291.938406    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 931#1] 1256 â†’ 80 [ACK] Seq=185 Ack=93297 Win=9604 Len=0,DNS Fast-Flux
 446  215.570102    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2798  80 â†’ 1050 [ACK] Seq=69973 Ack=184 Win=6432 Len=2744,DNS Fast-Flux
 597  245.373068    147.32.84.165       60.243.195.59       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1063 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 818  291.114005    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1256 [ACK] Seq=6861 Ack=185 Win=6432 Len=1372,DNS Fast-Flux
1273  294.824047    147.32.84.165       91.220.0.52         eth:ethertype:ip:tcp      60  1255 â†’ 80 [ACK] Seq=246 Ack=217603 Win=64440 Len=0,DNS Fast-Flux
"1677  339.555219    147.32.84.165       217.34.4.225        eth:ethertype:ip:tcp      60  1326 â†’ 6667 [FIN, ACK] Seq=294 Ack=264 Win=63978 Len=0",DNS Fast-Flux
 487  215.749512    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1050 â†’ 80 [ACK] Seq=184 Ack=102901 Win=4116 Len=0,DNS Fast-Flux
 681  266.302905    147.32.84.165       110.36.112.54       eth:ethertype:ip:tcp      62  1072 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 416  215.407432    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1050 [ACK] Seq=45277 Ack=184 Win=6432 Len=1372,DNS Fast-Flux
 274  201.259145    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 273#1] 1047 â†’ 80 [ACK] Seq=188 Ack=6861 Win=64484 Len=0,DNS Fast-Flux
1472  296.692502    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      78  Standard query 0x3a51 A mx2.daemonmail.net,DNS Fast-Flux
1830  342.275600    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      79  Standard query 0x5674 A o.mx.mail.yahoo.com,DNS Fast-Flux
1455  296.619661    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     313  Standard query response 0xf8b1 A hotmail.com A 65.55.72.135 A 65.55.72.151 A 65.55.72.167 A 65.55.72.183 NS ns3.msft.net NS ns5.msft.net NS ns4.msft.net NS ns1.msft.net NS ns2.msft.net A 65.55.37.62 A 64.4.59.173 A 213.199.159.59 A 64.4.59.173 A 65.55.226.140,DNS Fast-Flux
" 251  200.368589    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      60  1046 â†’ 80 [FIN, ACK] Seq=302 Ack=8420 Win=64620 Len=0",DNS Fast-Flux
 414  215.407405    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:prp      60  1050 â†’ 80 [ACK] Seq=184 Ack=45277 Win=44564 Len=0[Malformed Packet],DNS Fast-Flux
1386  296.418943    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     148  Standard query response 0xb65f A mailin.v6.t-online.de SOA dns00.btx.dtag.de,DNS Fast-Flux
1308  294.838252    91.220.0.52         147.32.84.165       eth:ethertype:ip:tcp    1440  [TCP Previous segment not captured] 80 â†’ 1255 [ACK] Seq=241165 Ack=246 Win=6432 Len=1386,DNS Fast-Flux
" 716  266.523349    147.32.84.165       94.63.150.63        eth:ethertype:ip:tcp      60  1204 â†’ 80 [FIN, ACK] Seq=472 Ack=249 Win=64373 Len=0",DNS Fast-Flux
" 311  202.652157    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1047 â†’ 80 [FIN, ACK] Seq=188 Ack=28509 Win=64484 Len=0",DNS Fast-Flux
 927  291.937736    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2798  80 â†’ 1256 [ACK] Seq=89181 Ack=185 Win=6432 Len=2744,DNS Fast-Flux
 382  215.081537    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 381#1] 1050 â†’ 80 [ACK] Seq=184 Ack=17837 Win=64484 Len=0,DNS Fast-Flux
1566  311.684609    94.63.150.63        147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines     301  HTTP/1.1 200 OK  (text/html),DNS Fast-Flux
 426  215.410710    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 425#1] 1050 â†’ 80 [ACK] Seq=184 Ack=53509 Win=36332 Len=0,DNS Fast-Flux
1875  342.369382    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     142  Standard query response 0x40bc A adelphia.net A 24.28.199.142 NS ns3.adelphia.net NS ns2.adelphia.net NS ns1.adelphia.net,DNS Fast-Flux
 533  218.790909    147.32.84.165       222.252.117.126     eth:ethertype:ip:tcp      62  1057 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 753  275.315458    147.32.84.165       178.133.119.252     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1074 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 766  275.416185    147.32.84.165       117.204.67.227      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1081 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
1357  296.310237    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      67  Standard query 0x43a6 MX msn.com,DNS Fast-Flux
 409  215.372062    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1050 â†’ 80 [ACK] Seq=184 Ack=41161 Win=44920 Len=0,DNS Fast-Flux
1615  326.489022    147.32.84.165       65.55.37.72         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1306 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
 695  266.402921    147.32.84.165       111.253.202.95      eth:ethertype:ip:tcp      62  1080 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,DNS Fast-Flux
"1861  1122.934580   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0314)",DoS
 354  839.621579    86.65.39.15         147.32.84.165       eth:ethertype:ip:tcp:irc     142  Response (PRIVMSG),DoS
1334  1120.821242   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1493,DoS
 906  1119.108773   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1497,DoS
"1290  1120.644970   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0137)",DoS
1274  1120.581388   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      62  1043 â†’ 161 Len=1500,DoS
" 939  1119.248678   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=01a4)",DoS
1732  1122.413628   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      61  1043 â†’ 161 Len=1499,DoS
  66  89.219678     85.190.0.3          147.32.84.165       eth:ethertype:ip:tcp      74  60562 â†’ 3128 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=2849081659 TSecr=0 WS=64,DoS
1324  1120.781544   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data:prp      60  1043 â†’ 161 Len=1495[Malformed Packet],DoS
"  57  89.219444     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp:prp      60  80 â†’ 40087 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0[Malformed Packet]",DoS
"1293  1120.660625   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0231)",DoS
"1119  1119.969643   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=01ec)",DoS
 585  1117.831790   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1496,DoS
 375  946.390596    147.32.84.165       86.65.39.15         eth:ethertype:ip:tcp:irc     138  Request (PRIVMSG),DoS
 276  251.011194                                            eth:ethertype:arp      60  147.32.84.165 is at 08:00:27:b5:b7:19,DoS
" 747  1118.477575   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0157)",DoS
" 129  89.223639     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp      60  1337 â†’ 43226 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",DoS
"1647  1122.072809   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=02be)",DoS
1853  1122.900593   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1491,DoS
 675  1118.188194   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1496,DoS
1665  1122.148197   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      61  1043 â†’ 161 Len=1499,DoS
1982  1123.415274   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1496,DoS
1084  1119.819836   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1496,DoS
1923  1123.177802   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1494,DoS
 100  89.223190     85.190.0.3          147.32.84.165       eth:ethertype:ip:tcp      74  44460 â†’ 3883 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=2849081660 TSecr=0 WS=64,DoS
"1180  1120.209377   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=012c)",DoS
" 965  1119.348914   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=01ae)",DoS
 793  1118.663372   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data:prp      60  1043 â†’ 161 Len=1495[Malformed Packet],DoS
  30  89.135441     86.65.39.15         147.32.84.165       eth:ethertype:ip:tcp      66  44048 â†’ 113 [ACK] Seq=14 Ack=29 Win=5888 Len=0 TSval=221071285 TSecr=11017,DoS
" 629  1118.006776   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0128)",DoS
" 945  1119.268910   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=01a6)",DoS
" 573  1117.786664   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0112)",DoS
 908  1119.118904   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1491,DoS
1081  1119.811790   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1493,DoS
 451  1117.315150   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1492,DoS
1610  1121.923334   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      61  1043 â†’ 161 Len=1499,DoS
"1291  1120.651274   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0230)",DoS
"1079  1119.809545   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=01dc)",DoS
 255  90.740492     147.32.84.165       86.65.39.15         eth:ethertype:ip:tcp      60  1037 â†’ 6667 [ACK] Seq=68 Ack=5908 Win=64240 Len=0,DoS
" 125  89.223549     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp      60  10080 â†’ 42000 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",DoS
1928  1123.194456   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1492,DoS
 252  90.706998     86.65.39.15         147.32.84.165       eth:ethertype:ip:tcp:irc    1494  Response (.net) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (372) (376) (MODE),DoS
" 586  1117.833390   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=00f0)",DoS
"1569  1121.762393   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=029f)",DoS
" 825  1118.787906   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0176)",DoS
 508  1117.516832   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1493,DoS
 890  1119.049056   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      62  1043 â†’ 161 Len=1500,DoS
"  71  89.219862     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp      60  3128 â†’ 35303 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",DoS
"1609  1121.923109   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=02af)",DoS
"1533  1121.622000   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0291)",DoS
" 248  90.604496     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp:prp      60  3246 â†’ 39831 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0[Malformed Packet]",DoS
"1451  1121.292144   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0270)",DoS
" 213  89.548623     147.32.84.165       85.190.0.3          eth:ethertype:ip:tcp      60  8080 â†’ 51163 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",DoS
 910  1119.129035   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data:prp      60  1043 â†’ 161 Len=1495[Malformed Packet],DoS
1742  1122.453743   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      61  1043 â†’ 161 Len=1499,DoS
"1245  1120.470754   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=021e)",DoS
"1697  1122.273017   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=02d2)",DoS
"1183  1120.220720   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0205)",DoS
 362  888.427992    147.32.84.165       86.65.39.15         eth:ethertype:ip:tcp:irc     108  Request (PRIVMSG),DoS
1474  1121.382168   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1498,DoS
" 679  1118.207547   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=013c)",DoS
1622  1121.972681   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1493,DoS
1090  1119.850242   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      61  1043 â†’ 161 Len=1499,DoS
1988  1123.435284   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data:prp      60  1043 â†’ 161 Len=1495[Malformed Packet],DoS
1848  1122.874589   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      60  1043 â†’ 161 Len=1497,DoS
 988  1119.439442   147.32.84.165       147.32.96.69        eth:ethertype:ip:udp:data      62  1043 â†’ 161 Len=1500,DoS
"1513  1121.542401   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=0289)",DoS
 112  89.223313     85.190.0.3          147.32.84.165       eth:ethertype:ip:tcp      74  45191 â†’ 443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=2849081660 TSecr=0 WS=64,DoS
"1488  1121.436992   147.32.84.165       147.32.96.69        eth:ethertype:ip:data    1514  Fragmented IP protocol (proto=UDP 17, off=0, ID=014b)",DoS
